No.;Time;;No;Time;Time 2;;Delay;Total Delay ;;Delay 1;Delay 2;;Jitter;Total Jitter
1634;11.742.943;;1634;11,742943;11,74299;;4,7E-05;;;-0,000101;-0,011019;;-0,010918;
1635;11.742.990;;1635;11,74299;11,743138;;0,000148;;;-0,011019;0,008023;;0,019042;
1636;11.743.138;;1636;11,743138;11,754305;;0,011167;;;0,008023;-0,013721;;-0,021744;
1637;11.754.305;;1637;11,754305;11,757449;;0,003144;;;-0,013721;0,013897;;0,027618;
1638;11.757.449;;1638;11,757449;11,774314;;0,016865;;;0,013897;0,002949;;-0,010948;
1639;11.774.314;;1639;11,774314;11,777282;;0,002968;;;0,002949;1,3E-05;;-0,002936;
1640;11.777.282;;1640;11,777282;11,777301;;1,9E-05;;;1,3E-05;-0,0002;;-0,000213;
1641;11.777.301;;1641;11,777301;11,777307;;6E-06;;;-0,0002;0,00013;;0,00033;
1642;11.777.307;;1642;11,777307;11,777513;;0,000206;;;0,00013;-0,012032;;-0,012162;
1643;11.777.513;;1643;11,777513;11,777589;;7,6E-05;;;-0,012032;0,012046;;0,024078;
1644;11.777.589;;1644;11,777589;11,789697;;0,012108;;;0,012046;-0,019449;;-0,031495;
1645;11.789.697;;1645;11,789697;11,789759;;6,2E-05;;;-0,019449;0,010641;;0,03009;
1646;11.789.759;;1646;11,789759;11,80927;;0,019511;;;0,010641;0,008838;;-0,001803;
1647;11.809.270;;1647;11,80927;11,81814;;0,00887;;;0,008838;2,2E-05;;-0,008816;
1648;11.818.140;;1648;11,81814;11,818172;;3,2E-05;;;2,2E-05;-0,001137;;-0,001159;
1649;11.818.172;;1649;11,818172;11,818182;;1E-05;;;-0,001137;0,001106;;0,002243;
1650;11.818.182;;1650;11,818182;11,819329;;0,001147;;;0,001106;-0,000248;;-0,001354;
1651;11.819.329;;1651;11,819329;11,81937;;4,1E-05;;;-0,000248;6,4E-05;;0,000312;
1652;11.819.370;;1652;11,81937;11,819659;;0,000289;;;6,4E-05;0,00017;;0,000106;
1653;11.819.659;;1653;11,819659;11,819884;;0,000225;;;0,00017;-0,002053;;-0,002223;
1654;11.819.884;;1654;11,819884;11,819939;;5,5E-05;;;-0,002053;-0,000941;;0,001112;
1655;11.819.939;;1655;11,819939;11,822047;;0,002108;;;-0,000941;-0,018059;;-0,017118;
1656;11.822.047;;1656;11,822047;11,825096;;0,003049;;;-0,018059;0,020873;;0,038932;
1657;11.825.096;;1657;11,825096;11,846204;;0,021108;;;0,020873;-0,013392;;-0,034265;
1658;11.846.204;;1658;11,846204;11,846439;;0,000235;;;-0,013392;-0,002191;;0,011201;
1659;11.846.439;;1659;11,846439;11,860066;;0,013627;;;-0,002191;-0,002404;;-0,000213;
1660;11.860.066;;1660;11,860066;11,875884;;0,015818;;;-0,002404;0,018186;;0,02059;
1661;11.875.884;;1661;11,875884;11,894106;;0,018222;;;0,018186;-0,029174;;-0,04736;
1662;11.894.106;;1662;11,894106;11,894142;;3,6E-05;;;-0,029174;0,029185;;0,058359;
1663;11.894.142;;1663;11,894142;11,923352;;0,02921;;;0,029185;-0,000221;;-0,029406;
1664;11.923.352;;1664;11,923352;11,923377;;2,5E-05;;;-0,000221;-0,002254;;-0,002033;
1665;11.923.377;;1665;11,923377;11,923623;;0,000246;;;-0,002254;0,002375;;0,004629;
1666;11.923.623;;1666;11,923623;11,926123;;0,0025;;;0,002375;0,000111;;-0,002264;
1667;11.926.123;;1667;11,926123;11,926248;;0,000125;;;0,000111;-0,000183;;-0,000294;
1668;11.926.248;;1668;11,926248;11,926262;;1,4E-05;;;-0,000183;-0,000339;;-0,000156;
1669;11.926.262;;1669;11,926262;11,926459;;0,000197;;;-0,000339;0,000474;;0,000813;
1670;11.926.459;;1670;11,926459;11,926995;;0,000536;;;0,000474;-0,000173;;-0,000647;
1671;11.926.995;;1671;11,926995;11,927057;;6,2E-05;;;-0,000173;-0,04669;;-0,046517;
1672;11.927.057;;1672;11,927057;11,927292;;0,000235;;;-0,04669;0,046888;;0,093578;
1673;11.927.292;;1673;11,927292;11,974217;;0,046925;;;0,046888;3,1E-05;;-0,046857;
1674;11.974.217;;1674;11,974217;11,974254;;3,7E-05;;;3,1E-05;-0,000917;;-0,000948;
1675;11.974.254;;1675;11,974254;11,97426;;6E-06;;;-0,000917;-0,008155;;-0,007238;
1676;11.974.260;;1676;11,97426;11,975183;;0,000923;;;-0,008155;0,009047;;0,017202;
1677;11.975.183;;1677;11,975183;11,984261;;0,009078;;;0,009047;-0,00072;;-0,009767;
1678;11.984.261;;1678;11,984261;11,984292;;3,1E-05;;;-0,00072;0,000493;;0,001213;
1679;11.984.292;;1679;11,984292;11,985043;;0,000751;;;0,000493;-0,00117;;-0,001663;
1680;11.985.043;;1680;11,985043;11,985301;;0,000258;;;-0,00117;-0,001403;;-0,000233;
1681;11.985.301;;1681;11,985301;11,986729;;0,001428;;;-0,001403;-0,013596;;-0,012193;
1682;11.986.729;;1682;11,986729;11,98956;;0,002831;;;-0,013596;0,015599;;0,029195;
1683;11.989.560;;1683;11,98956;12,005987;;0,016427;;;0,015599;0,000688;;-0,014911;
1684;12.005.987;;1684;12,005987;12,006815;;0,000828;;;0,000688;-0,000774;;-0,001462;
1685;12.006.815;;1685;12,006815;12,006955;;0,00014;;;-0,000774;0,000896;;0,00167;
1686;12.006.955;;1686;12,006955;12,007869;;0,000914;;;0,000896;-0,000134;;-0,00103;
1687;12.007.869;;1687;12,007869;12,007887;;1,8E-05;;;-0,000134;-0,00061;;-0,000476;
1688;12.007.887;;1688;12,007887;12,008039;;0,000152;;;-0,00061;-0,000243;;0,000367;
1689;12.008.039;;1689;12,008039;12,008801;;0,000762;;;-0,000243;0,000908;;0,001151;
1690;12.008.801;;1690;12,008801;12,009806;;0,001005;;;0,000908;-0,001818;;-0,002726;
1691;12.009.806;;1691;12,009806;12,009903;;9,7E-05;;;-0,001818;0,000896;;0,002714;
1692;12.009.903;;1692;12,009903;12,011818;;0,001915;;;0,000896;0,00092;;2,4E-05;
1693;12.011.818;;1693;12,011818;12,012837;;0,001019;;;0,00092;-0,000789;;-0,001709;
1694;12.012.837;;1694;12,012837;12,012936;;9,9E-05;;;-0,000789;-0,000108;;0,000681;
1695;12.012.936;;1695;12,012936;12,013824;;0,000888;;;-0,000108;0,000897;;0,001005;
1696;12.013.824;;1696;12,013824;12,01482;;0,000996;;;0,000897;-0,029003;;-0,0299;
1697;12.014.820;;1697;12,01482;12,014919;;9,9E-05;;;-0,029003;0,028305;;0,057308;
1698;12.014.919;;1698;12,014919;12,044021;;0,029102;;;0,028305;0,000659;;-0,027646;
1699;12.044.021;;1699;12,044021;12,044818;;0,000797;;;0,000659;-0,000755;;-0,001414;
1700;12.044.818;;1700;12,044818;12,044956;;0,000138;;;-0,000755;-0,000314;;0,000441;
1701;12.044.956;;1701;12,044956;12,045849;;0,000893;;;-0,000314;0,001042;;0,001356;
1702;12.045.849;;1702;12,045849;12,047056;;0,001207;;;0,001042;-0,000467;;-0,001509;
1703;12.047.056;;1703;12,047056;12,047221;;0,000165;;;-0,000467;0,000588;;0,001055;
1704;12.047.221;;1704;12,047221;12,047853;;0,000632;;;0,000588;-1,3E-05;;-0,000601;
1705;12.047.853;;1705;12,047853;12,047897;;4,4E-05;;;-1,3E-05;-0,000793;;-0,00078;
1706;12.047.897;;1706;12,047897;12,047954;;5,7E-05;;;-0,000793;-0,000308;;0,000485;
1707;12.047.954;;1707;12,047954;12,048804;;0,00085;;;-0,000308;0,001091;;0,001399;
1708;12.048.804;;1708;12,048804;12,049962;;0,001158;;;0,001091;5,9E-05;;-0,001032;
1709;12.049.962;;1709;12,049962;12,050029;;6,7E-05;;;5,9E-05;-0,000843;;-0,000902;
1710;12.050.029;;1710;12,050029;12,050037;;8E-06;;;-0,000843;0,000813;;0,001656;
1711;12.050.037;;1711;12,050037;12,050888;;0,000851;;;0,000813;-2,9E-05;;-0,000842;
1712;12.050.888;;1712;12,050888;12,050926;;3,8E-05;;;-2,9E-05;-0,025016;;-0,024987;
1713;12.050.926;;1713;12,050926;12,050993;;6,7E-05;;;-0,025016;0,025066;;0,050082;
1714;12.050.993;;1714;12,050993;12,076076;;0,025083;;;0,025066;-0,000218;;-0,025284;
1715;12.076.076;;1715;12,076076;12,076093;;1,7E-05;;;-0,000218;-0,000402;;-0,000184;
1716;12.076.093;;1716;12,076093;12,076328;;0,000235;;;-0,000402;0,0006;;0,001002;
1717;12.076.328;;1717;12,076328;12,076965;;0,000637;;;0,0006;8E-06;;-0,000592;
1718;12.076.965;;1718;12,076965;12,077002;;3,7E-05;;;8E-06;-0,000927;;-0,000935;
1719;12.077.002;;1719;12,077002;12,077031;;2,9E-05;;;-0,000927;0,000932;;0,001859;
1720;12.077.031;;1720;12,077031;12,077987;;0,000956;;;0,000932;-2,6E-05;;-0,000958;
1721;12.077.987;;1721;12,077987;12,078011;;2,4E-05;;;-2,6E-05;4E-05;;6,6E-05;
1722;12.078.011;;1722;12,078011;12,078061;;5E-05;;;4E-05;-2,4E-05;;-6,4E-05;
1723;12.078.061;;1723;12,078061;12,078071;;1E-05;;;-2,4E-05;-0,000848;;-0,000824;
1724;12.078.071;;1724;12,078071;12,078105;;3,4E-05;;;-0,000848;0,000765;;0,001613;
1725;12.078.105;;1725;12,078105;12,078987;;0,000882;;;0,000765;0,000111;;-0,000654;
1726;12.078.987;;1726;12,078987;12,079104;;0,000117;;;0,000111;-0,000152;;-0,000263;
1727;12.079.104;;1727;12,079104;12,07911;;6E-06;;;-0,000152;-0,000391;;-0,000239;
1728;12.079.110;;1728;12,07911;12,079268;;0,000158;;;-0,000391;0,000462;;0,000853;
1729;12.079.268;;1729;12,079268;12,079817;;0,000549;;;0,000462;-0,001128;;-0,00159;
1730;12.079.817;;1730;12,079817;12,079904;;8,7E-05;;;-0,001128;0,001193;;0,002321;
1731;12.079.904;;1731;12,079904;12,081119;;0,001215;;;0,001193;-5E-05;;-0,001243;
1732;12.081.119;;1732;12,081119;12,081141;;2,2E-05;;;-5E-05;5,2E-05;;0,000102;
1733;12.081.141;;1733;12,081141;12,081213;;7,2E-05;;;5,2E-05;-0,000707;;-0,000759;
1734;12.081.213;;1734;12,081213;12,081233;;2E-05;;;-0,000707;0,000692;;0,001399;
1735;12.081.233;;1735;12,081233;12,08196;;0,000727;;;0,000692;-1,8E-05;;-0,00071;
1736;12.081.960;;1736;12,08196;12,081995;;3,5E-05;;;-1,8E-05;-0,000732;;-0,000714;
1737;12.081.995;;1737;12,081995;12,082048;;5,3E-05;;;-0,000732;0,00071;;0,001442;
1738;12.082.048;;1738;12,082048;12,082833;;0,000785;;;0,00071;5,7E-05;;-0,000653;
1739;12.082.833;;1739;12,082833;12,082908;;7,5E-05;;;5,7E-05;-0,001948;;-0,002005;
1740;12.082.908;;1740;12,082908;12,082926;;1,8E-05;;;-0,001948;0,001338;;0,003286;
1741;12.082.926;;1741;12,082926;12,084892;;0,001966;;;0,001338;-0,000709;;-0,002047;
1742;12.084.892;;1742;12,084892;12,08552;;0,000628;;;-0,000709;0,001328;;0,002037;
1743;12.085.520;;1743;12,08552;12,086857;;0,001337;;;0,001328;-0,000115;;-0,001443;
1744;12.086.857;;1744;12,086857;12,086866;;9E-06;;;-0,000115;-0,000874;;-0,000759;
1745;12.086.866;;1745;12,086866;12,08699;;0,000124;;;-0,000874;0,000968;;0,001842;
1746;12.086.990;;1746;12,08699;12,087988;;0,000998;;;0,000968;-0,00082;;-0,001788;
1747;12.087.988;;1747;12,087988;12,088018;;3E-05;;;-0,00082;0,000822;;0,001642;
1748;12.088.018;;1748;12,088018;12,088868;;0,00085;;;0,000822;-3,5E-05;;-0,000857;
1749;12.088.868;;1749;12,088868;12,088896;;2,8E-05;;;-3,5E-05;-0,000677;;-0,000642;
1750;12.088.896;;1750;12,088896;12,088959;;6,3E-05;;;-0,000677;-0,004552;;-0,003875;
1751;12.088.959;;1751;12,088959;12,089699;;0,00074;;;-0,004552;0,005265;;0,009817;
1752;12.089.699;;1752;12,089699;12,094991;;0,005292;;;0,005265;-4,3E-05;;-0,005308;
1753;12.094.991;;1753;12,094991;12,095018;;2,7E-05;;;-4,3E-05;6,5E-05;;0,000108;
1754;12.095.018;;1754;12,095018;12,095088;;7E-05;;;6,5E-05;-3E-05;;-9,5E-05;
1755;12.095.088;;1755;12,095088;12,095093;;5E-06;;;-3E-05;-0,000829;;-0,000799;
1756;12.095.093;;1756;12,095093;12,095128;;3,5E-05;;;-0,000829;0,000841;;0,00167;
1757;12.095.128;;1757;12,095128;12,095992;;0,000864;;;0,000841;-2,4E-05;;-0,000865;
1758;12.095.992;;1758;12,095992;12,096015;;2,3E-05;;;-2,4E-05;1,3E-05;;3,7E-05;
1759;12.096.015;;1759;12,096015;12,096062;;4,7E-05;;;1,3E-05;-0,000876;;-0,000889;
1760;12.096.062;;1760;12,096062;12,096096;;3,4E-05;;;-0,000876;0,000901;;0,001777;
1761;12.096.096;;1761;12,096096;12,097006;;0,00091;;;0,000901;-2,5E-05;;-0,000926;
1762;12.097.006;;1762;12,097006;12,097015;;9E-06;;;-2,5E-05;-3,2E-05;;-7E-06;
1763;12.097.015;;1763;12,097015;12,097049;;3,4E-05;;;-3,2E-05;3,4E-05;;6,6E-05;
1764;12.097.049;;1764;12,097049;12,097115;;6,6E-05;;;3,4E-05;-0,000695;;-0,000729;
1765;12.097.115;;1765;12,097115;12,097147;;3,2E-05;;;-0,000695;0,000686;;0,001381;
1766;12.097.147;;1766;12,097147;12,097874;;0,000727;;;0,000686;-1E-05;;-0,000696;
1767;12.097.874;;1767;12,097874;12,097915;;4,1E-05;;;-1E-05;4,3E-05;;5,3E-05;
1768;12.097.915;;1768;12,097915;12,097966;;5,1E-05;;;4,3E-05;-0,008491;;-0,008534;
1769;12.097.966;;1769;12,097966;12,097974;;8E-06;;;-0,008491;0,003062;;0,011553;
1770;12.097.974;;1770;12,097974;12,106473;;0,008499;;;0,003062;0,005271;;0,002209;
1771;12.106.473;;1771;12,106473;12,11191;;0,005437;;;0,005271;-0,000722;;-0,005993;
1772;12.111.910;;1772;12,11191;12,112076;;0,000166;;;-0,000722;0,000851;;0,001573;
1773;12.112.076;;1773;12,112076;12,112964;;0,000888;;;0,000851;-3,7E-05;;-0,000888;
1774;12.112.964;;1774;12,112964;12,113001;;3,7E-05;;;-3,7E-05;-0,000825;;-0,000788;
1775;12.113.001;;1775;12,113001;12,113075;;7,4E-05;;;-0,000825;0,000869;;0,001694;
1776;12.113.075;;1776;12,113075;12,113974;;0,000899;;;0,000869;-2,3E-05;;-0,000892;
1777;12.113.974;;1777;12,113974;12,114004;;3E-05;;;-2,3E-05;4E-05;;6,3E-05;
1778;12.114.004;;1778;12,114004;12,114057;;5,3E-05;;;4E-05;-0,000773;;-0,000813;
1779;12.114.057;;1779;12,114057;12,11407;;1,3E-05;;;-0,000773;0,000728;;0,001501;
1780;12.114.070;;1780;12,11407;12,114856;;0,000786;;;0,000728;-4E-06;;-0,000732;
1781;12.114.856;;1781;12,114856;12,114914;;5,8E-05;;;-4E-06;-0,002976;;-0,002972;
1782;12.114.914;;1782;12,114914;12,114976;;6,2E-05;;;-0,002976;0,002977;;0,005953;
1783;12.114.976;;1783;12,114976;12,118014;;0,003038;;;0,002977;-0,000339;;-0,003316;
1784;12.118.014;;1784;12,118014;12,118075;;6,1E-05;;;-0,000339;-0,000107;;0,000232;
1785;12.118.075;;1785;12,118075;12,118475;;0,0004;;;-0,000107;0,000443;;0,00055;
1786;12.118.475;;1786;12,118475;12,118982;;0,000507;;;0,000443;3,8E-05;;-0,000405;
1787;12.118.982;;1787;12,118982;12,119046;;6,4E-05;;;3,8E-05;-2E-06;;-4E-05;
1788;12.119.046;;1788;12,119046;12,119072;;2,6E-05;;;-2E-06;-1,5E-05;;-1,3E-05;
1789;12.119.072;;1789;12,119072;12,1191;;2,8E-05;;;-1,5E-05;3,6E-05;;5,1E-05;
1790;12.119.100;;1790;12,1191;12,119143;;4,3E-05;;;3,6E-05;-0,001838;;-0,001874;
1791;12.119.143;;1791;12,119143;12,11915;;7E-06;;;-0,001838;0,001739;;0,003577;
1792;12.119.150;;1792;12,11915;12,120995;;0,001845;;;0,001739;-0,012776;;-0,014515;
1793;12.120.995;;1793;12,120995;12,121101;;0,000106;;;-0,012776;0,012201;;0,024977;
1794;12.121.101;;1794;12,121101;12,133983;;0,012882;;;0,012201;-0,00049;;-0,012691;
1795;12.133.983;;1795;12,133983;12,134664;;0,000681;;;-0,00049;-0,019897;;-0,019407;
1796;12.134.664;;1796;12,134664;12,135835;;0,001171;;;-0,019897;0,020514;;0,040411;
1797;12.135.835;;1797;12,135835;12,156903;;0,021068;;;0,020514;-0,009921;;-0,030435;
1798;12.156.903;;1798;12,156903;12,157457;;0,000554;;;-0,009921;0,008571;;0,018492;
1799;12.157.457;;1799;12,157457;12,167932;;0,010475;;;0,008571;-0,013207;;-0,021778;
1800;12.167.932;;1800;12,167932;12,169836;;0,001904;;;-0,013207;0,011179;;0,024386;
1801;12.169.836;;1801;12,169836;12,184947;;0,015111;;;0,011179;0,003765;;-0,007414;
1802;12.184.947;;1802;12,184947;12,188879;;0,003932;;;0,003765;-0,000149;;-0,003914;
1803;12.188.879;;1803;12,188879;12,189046;;0,000167;;;-0,000149;-0,033465;;-0,033316;
1804;12.189.046;;1804;12,189046;12,189362;;0,000316;;;-0,033465;0,017805;;0,05127;
1805;12.189.362;;1805;12,189362;12,223143;;0,033781;;;0,017805;0,015958;;-0,001847;
1806;12.223.143;;1806;12,223143;12,239119;;0,015976;;;0,015958;1,2E-05;;-0,015946;
1807;12.239.119;;1807;12,239119;12,239137;;1,8E-05;;;1,2E-05;-0,000522;;-0,000534;
1808;12.239.137;;1808;12,239137;12,239143;;6E-06;;;-0,000522;0,000402;;0,000924;
1809;12.239.143;;1809;12,239143;12,239671;;0,000528;;;0,000402;-0,00082;;-0,001222;
1810;12.239.671;;1810;12,239671;12,239797;;0,000126;;;-0,00082;0,000851;;0,001671;
1811;12.239.797;;1811;12,239797;12,240743;;0,000946;;;0,000851;-0,000104;;-0,000955;
1812;12.240.743;;1812;12,240743;12,240838;;9,5E-05;;;-0,000104;-0,004623;;-0,004519;
1813;12.240.838;;1813;12,240838;12,241037;;0,000199;;;-0,004623;0,004717;;0,00934;
1814;12.241.037;;1814;12,241037;12,245859;;0,004822;;;0,004717;-9,4E-05;;-0,004811;
1815;12.245.859;;1815;12,245859;12,245964;;0,000105;;;-9,4E-05;-0,039683;;-0,039589;
1816;12.245.964;;1816;12,245964;12,246163;;0,000199;;;-0,039683;0,039859;;0,079542;
1817;12.246.163;;1817;12,246163;12,286045;;0,039882;;;0,039859;1,6E-05;;-0,039843;
1818;12.286.045;;1818;12,286045;12,286068;;2,3E-05;;;1,6E-05;-0,000574;;-0,00059;
1819;12.286.068;;1819;12,286068;12,286075;;7E-06;;;-0,000574;0,000383;;0,000957;
1820;12.286.075;;1820;12,286075;12,286656;;0,000581;;;0,000383;0,000155;;-0,000228;
1821;12.286.656;;1821;12,286656;12,286854;;0,000198;;;0,000155;-0,00049;;-0,000645;
1822;12.286.854;;1822;12,286854;12,286897;;4,3E-05;;;-0,00049;-0,009362;;-0,008872;
1823;12.286.897;;1823;12,286897;12,28743;;0,000533;;;-0,009362;-0,008658;;0,000704;
1824;12.287.430;;1824;12,28743;12,297325;;0,009895;;;-0,008658;0,009433;;0,018091;
1825;12.297.325;;1825;12,297325;12,315878;;0,018553;;;0,009433;0,009022;;-0,000411;
1826;12.315.878;;1826;12,315878;12,324998;;0,00912;;;0,009022;8,7E-05;;-0,008935;
1827;12.324.998;;1827;12,324998;12,325096;;9,8E-05;;;8,7E-05;-1,9E-05;;-0,000106;
1828;12.325.096;;1828;12,325096;12,325107;;1,1E-05;;;-1,9E-05;-0,0017;;-0,001681;
1829;12.325.107;;1829;12,325107;12,325137;;3E-05;;;-0,0017;0,001587;;0,003287;
1830;12.325.137;;1830;12,325137;12,326867;;0,00173;;;0,001587;4,4E-05;;-0,001543;
1831;12.326.867;;1831;12,326867;12,32701;;0,000143;;;4,4E-05;5,8E-05;;1,4E-05;
1832;12.327.010;;1832;12,32701;12,327109;;9,9E-05;;;5,8E-05;4,1E-05;;-1,7E-05;
1833;12.327.109;;1833;12,327109;12,32715;;4,1E-05;;;4,1E-05;0;;-4,1E-05;
1834;12.327.150;;1834;12,32715;12,32715;;0;;;0;0;;0;
1835;12.327.150;;1835;12,32715;12,32715;;0;;;0;0;;0;
1836;12.327.150;;1836;12,32715;12,32715;;0;;;0;0;;0;
1837;12.327.150;;1837;12,32715;12,32715;;0;;;0;0;;0;
1838;12.327.150;;1838;12,32715;12,32715;;0;;;0;0;;0;
1839;12.327.150;;1839;12,32715;12,32715;;0;;;0;0;;0;
1840;12.327.150;;1840;12,32715;12,32715;;0;;;0;0;;0;
1841;12.327.150;;1841;12,32715;12,32715;;0;;;0;-0,018653;;-0,018653;
1842;12.327.150;;1842;12,32715;12,32715;;0;;;-0,018653;0,004532;;0,023185;
1843;12.327.150;;1843;12,32715;12,345803;;0,018653;;;0,004532;-0,008822;;-0,013354;
1844;12.345.803;;1844;12,345803;12,359924;;0,014121;;;-0,008822;0,022579;;0,031401;
1845;12.359.924;;1845;12,359924;12,382867;;0,022943;;;0,022579;-0,002263;;-0,024842;
1846;12.382.867;;1846;12,382867;12,383231;;0,000364;;;-0,002263;0,00254;;0,004803;
1847;12.383.231;;1847;12,383231;12,385858;;0,002627;;;0,00254;-0,005279;;-0,007819;
1848;12.385.858;;1848;12,385858;12,385945;;8,7E-05;;;-0,005279;0,001774;;0,007053;
1849;12.385.945;;1849;12,385945;12,391311;;0,005366;;;0,001774;0,003581;;0,001807;
1850;12.391.311;;1850;12,391311;12,394903;;0,003592;;;0,003581;6E-06;;-0,003575;
1851;12.394.903;;1851;12,394903;12,394914;;1,1E-05;;;6E-06;1E-06;;-5E-06;
1852;12.394.914;;1852;12,394914;12,394919;;5E-06;;;1E-06;-0,034971;;-0,034972;
1853;12.394.919;;1853;12,394919;12,394923;;4E-06;;;-0,034971;0,028056;;0,063027;
1854;12.394.923;;1854;12,394923;12,429898;;0,034975;;;0,028056;0,006043;;-0,022013;
1855;12.429.898;;1855;12,429898;12,436817;;0,006919;;;0,006043;-0,026295;;-0,032338;
1856;12.436.817;;1856;12,436817;12,437693;;0,000876;;;-0,026295;0,02691;;0,053205;
1857;12.437.693;;1857;12,437693;12,464864;;0,027171;;;0,02691;-0,038488;;-0,065398;
1858;12.464.864;;1858;12,464864;12,465125;;0,000261;;;-0,038488;0,038627;;0,077115;
1859;12.465.125;;1859;12,465125;12,503874;;0,038749;;;0,038627;-0,037912;;-0,076539;
1860;12.503.874;;1860;12,503874;12,503996;;0,000122;;;-0,037912;0,037772;;0,075684;
1861;12.503.996;;1861;12,503996;12,54203;;0,038034;;;0,037772;-0,002355;;-0,040127;
1862;12.542.030;;1862;12,54203;12,542292;;0,000262;;;-0,002355;0,002607;;0,004962;
1863;12.542.292;;1863;12,542292;12,544909;;0,002617;;;0,002607;-0,000108;;-0,002715;
1864;12.544.909;;1864;12,544909;12,544919;;1E-05;;;-0,000108;-0,085816;;-0,085708;
1865;12.544.919;;1865;12,544919;12,545037;;0,000118;;;-0,085816;0,044974;;0,13079;
1866;12.545.037;;1866;12,545037;12,630971;;0,085934;;;0,044974;0,040941;;-0,004033;
1867;12.630.971;;1867;12,630971;12,671931;;0,04096;;;0,040941;-5,1E-05;;-0,040992;
1868;12.671.931;;1868;12,671931;12,67195;;1,9E-05;;;-5,1E-05;-0,097858;;-0,097807;
1869;12.671.950;;1869;12,67195;12,67202;;7E-05;;;-0,097858;0,097289;;0,195147;
1870;12.672.020;;1870;12,67202;12,769948;;0,097928;;;0,097289;-0,304795;;-0,402084;
1871;12.769.948;;1871;12,769948;12,770587;;0,000639;;;-0,304795;0,305187;;0,609982;
1872;12.770.587;;1872;12,770587;13,076021;;0,305434;;;0,305187;-0,211817;;-0,517004;
1873;13.076.021;;1873;13,076021;13,076268;;0,000247;;;-0,211817;0,105754;;0,317571;
1874;13.076.268;;1874;13,076268;13,288332;;0,212064;;;0,105754;0,105788;;3,4E-05;
1875;13.288.332;;1875;13,288332;13,394642;;0,10631;;;0,105788;-0,197791;;-0,303579;
1876;13.394.642;;1876;13,394642;13,395164;;0,000522;;;-0,197791;0,166152;;0,363943;
1877;13.395.164;;1877;13,395164;13,593477;;0,198313;;;0,166152;0,03214;;-0,134012;
1878;13.593.477;;1878;13,593477;13,625638;;0,032161;;;0,03214;-7,2E-05;;-0,032212;
1879;13.625.638;;1879;13,625638;13,625659;;2,1E-05;;;-7,2E-05;-0,077667;;-0,077595;
1880;13.625.659;;1880;13,625659;13,625752;;9,3E-05;;;-0,077667;0,077522;;0,155189;
1881;13.625.752;;1881;13,625752;13,703512;;0,07776;;;0,077522;-0,015064;;-0,092586;
1882;13.703.512;;1882;13,703512;13,70375;;0,000238;;;-0,015064;-0,27731;;-0,262246;
1883;13.703.750;;1883;13,70375;13,719052;;0,015302;;;-0,27731;0,292075;;0,569385;
1884;13.719.052;;1884;13,719052;14,011664;;0,292612;;;0,292075;-0,054159;;-0,346234;
1885;14.011.664;;1885;14,011664;14,012201;;0,000537;;;-0,054159;0,05309;;0,107249;
1886;14.012.201;;1886;14,012201;14,066897;;0,054696;;;0,05309;-0,038302;;-0,091392;
1887;14.066.897;;1887;14,066897;14,068503;;0,001606;;;-0,038302;-0,000707;;0,037595;
1888;14.068.503;;1888;14,068503;14,108411;;0,039908;;;-0,000707;0,01524;;0,015947;
1889;14.108.411;;1889;14,108411;14,149026;;0,040615;;;0,01524;0,012278;;-0,002962;
1890;14.149.026;;1890;14,149026;14,174401;;0,025375;;;0,012278;0,009253;;-0,003025;
1891;14.174.401;;1891;14,174401;14,187498;;0,013097;;;0,009253;-0,033541;;-0,042794;
1892;14.187.498;;1892;14,187498;14,191342;;0,003844;;;-0,033541;-0,051392;;-0,017851;
1893;14.191.342;;1893;14,191342;14,228727;;0,037385;;;-0,051392;0,088153;;0,139545;
1894;14.228.727;;1894;14,228727;14,317504;;0,088777;;;0,088153;-0,148045;;-0,236198;
1895;14.317.504;;1895;14,317504;14,318128;;0,000624;;;-0,148045;0,148623;;0,296668;
1896;14.318.128;;1896;14,318128;14,466797;;0,148669;;;0,148623;-0,000312;;-0,148935;
1897;14.466.797;;1897;14,466797;14,466843;;4,6E-05;;;-0,000312;0,000358;;0,00067;
1898;14.466.843;;1898;14,466843;14,467201;;0,000358;;;0,000358;0;;-0,000358;
1899;14.467.201;;1899;14,467201;14,467201;;0;;;0;0;;0;
1900;14.467.201;;1900;14,467201;14,467201;;0;;;0;0;;0;
1901;14.467.201;;1901;14,467201;14,467201;;0;;;0;0;;0;
1902;14.467.201;;1902;14,467201;14,467201;;0;;;0;0;;0;
1903;14.467.201;;1903;14,467201;14,467201;;0;;;0;0;;0;
1904;14.467.201;;1904;14,467201;14,467201;;0;;;0;0;;0;
1905;14.467.201;;1905;14,467201;14,467201;;0;;;0;0;;0;
1906;14.467.201;;1906;14,467201;14,467201;;0;;;0;-0,156534;;-0,156534;
1907;14.467.201;;1907;14,467201;14,467201;;0;;;-0,156534;0,155929;;0,312463;
1908;14.467.201;;1908;14,467201;14,623735;;0,156534;;;0,155929;-0,134747;;-0,290676;
1909;14.623.735;;1909;14,623735;14,62434;;0,000605;;;-0,134747;0,135274;;0,270021;
1910;14.624.340;;1910;14,62434;14,759692;;0,135352;;;0,135274;7,8E-05;;-0,135196;
1911;14.759.692;;1911;14,759692;14,75977;;7,8E-05;;;7,8E-05;0;;-7,8E-05;
1912;14.759.770;;1912;14,75977;14,75977;;0;;;0;0;;0;
