No.;Time;;No;Time;Time 2;;Delay;Total Delay ;;Delay 1;Delay 2;;Jitter;Total Jitter
3032;24.903.271;;3032;24,903271;25,079671;;0,1764;;;0,147241;0,028893;;-0,118348;
3033;25.079.671;;3033;25,079671;25,10883;;0,029159;;;0,028893;-0,044079;;-0,072972;
3034;25.108.830;;3034;25,10883;25,109096;;0,000266;;;-0,044079;0,044324;;0,088403;
3035;25.109.096;;3035;25,109096;25,153441;;0,044345;;;0,044324;-0,000364;;-0,044688;
3036;25.153.441;;3036;25,153441;25,153462;;2,1E-05;;;-0,000364;-0,028131;;-0,027767;
3037;25.153.462;;3037;25,153462;25,153847;;0,000385;;;-0,028131;-0,017118;;0,011013;
3038;25.153.847;;3038;25,153847;25,182363;;0,028516;;;-0,017118;0,044486;;0,061604;
3039;25.182.363;;3039;25,182363;25,227997;;0,045634;;;0,044486;0,000783;;-0,043703;
3040;25.227.997;;3040;25,227997;25,229145;;0,001148;;;0,000783;-0,000986;;-0,001769;
3041;25.229.145;;3041;25,229145;25,22951;;0,000365;;;-0,000986;-0,052086;;-0,0511;
3042;25.229.510;;3042;25,22951;25,230861;;0,001351;;;-0,052086;0,043435;;0,095521;
3043;25.230.861;;3043;25,230861;25,284298;;0,053437;;;0,043435;0,009912;;-0,033523;
3044;25.284.298;;3044;25,284298;25,2943;;0,010002;;;0,009912;-8,4E-05;;-0,009996;
3045;25.294.300;;3045;25,2943;25,29439;;9E-05;;;-8,4E-05;-0,030501;;-0,030417;
3046;25.294.390;;3046;25,29439;25,294564;;0,000174;;;-0,030501;0,030658;;0,061159;
3047;25.294.564;;3047;25,294564;25,325239;;0,030675;;;0,030658;-0,000325;;-0,030983;
3048;25.325.239;;3048;25,325239;25,325256;;1,7E-05;;;-0,000325;-0,005136;;-0,004811;
3049;25.325.256;;3049;25,325256;25,325598;;0,000342;;;-0,005136;0,004516;;0,009652;
3050;25.325.598;;3050;25,325598;25,331076;;0,005478;;;0,004516;0,00095;;-0,003566;
3051;25.331.076;;3051;25,331076;25,332038;;0,000962;;;0,00095;5E-06;;-0,000945;
3052;25.332.038;;3052;25,332038;25,33205;;1,2E-05;;;5E-06;2E-06;;-3E-06;
3053;25.332.050;;3053;25,33205;25,332057;;7E-06;;;2E-06;-0,000318;;-0,00032;
3054;25.332.057;;3054;25,332057;25,332062;;5E-06;;;-0,000318;0,000266;;0,000584;
3055;25.332.062;;3055;25,332062;25,332385;;0,000323;;;0,000266;2,9E-05;;-0,000237;
3056;25.332.385;;3056;25,332385;25,332442;;5,7E-05;;;2,9E-05;-0,067876;;-0,067905;
3057;25.332.442;;3057;25,332442;25,33247;;2,8E-05;;;-0,067876;0,067886;;0,135762;
3058;25.332.470;;3058;25,33247;25,400374;;0,067904;;;0,067886;-0,016934;;-0,08482;
3059;25.400.374;;3059;25,400374;25,400392;;1,8E-05;;;-0,016934;0,016363;;0,033297;
3060;25.400.392;;3060;25,400392;25,417344;;0,016952;;;0,016363;-0,012977;;-0,02934;
3061;25.417.344;;3061;25,417344;25,417933;;0,000589;;;-0,012977;-0,162549;;-0,149572;
3062;25.417.933;;3062;25,417933;25,431499;;0,013566;;;-0,162549;0,095398;;0,257947;
3063;25.431.499;;3063;25,431499;25,607614;;0,176115;;;0,095398;0,079019;;-0,016379;
3064;25.607.614;;3064;25,607614;25,688331;;0,080717;;;0,079019;-0,0326;;-0,111619;
3065;25.688.331;;3065;25,688331;25,690029;;0,001698;;;-0,0326;0,034069;;0,066669;
3066;25.690.029;;3066;25,690029;25,724327;;0,034298;;;0,034069;-0,02455;;-0,058619;
3067;25.724.327;;3067;25,724327;25,724556;;0,000229;;;-0,02455;0,007769;;0,032319;
3068;25.724.556;;3068;25,724556;25,749335;;0,024779;;;0,007769;-0,031037;;-0,038806;
3069;25.749.335;;3069;25,749335;25,766345;;0,01701;;;-0,031037;0,048032;;0,079069;
3070;25.766.345;;3070;25,766345;25,814392;;0,048047;;;0,048032;-0,000273;;-0,048305;
3071;25.814.392;;3071;25,814392;25,814407;;1,5E-05;;;-0,000273;-0,002343;;-0,00207;
3072;25.814.407;;3072;25,814407;25,814695;;0,000288;;;-0,002343;-0,026688;;-0,024345;
3073;25.814.695;;3073;25,814695;25,817326;;0,002631;;;-0,026688;0,003609;;0,030297;
3074;25.817.326;;3074;25,817326;25,846645;;0,029319;;;0,003609;-0,003199;;-0,006808;
3075;25.846.645;;3075;25,846645;25,872355;;0,02571;;;-0,003199;0,028651;;0,03185;
3076;25.872.355;;3076;25,872355;25,901264;;0,028909;;;0,028651;-0,048773;;-0,077424;
3077;25.901.264;;3077;25,901264;25,901522;;0,000258;;;-0,048773;0,00328;;0,052053;
3078;25.901.522;;3078;25,901522;25,950553;;0,049031;;;0,00328;0,045488;;0,042208;
3079;25.950.553;;3079;25,950553;25,996304;;0,045751;;;0,045488;-0,002624;;-0,048112;
3080;25.996.304;;3080;25,996304;25,996567;;0,000263;;;-0,002624;0,002821;;0,005445;
3081;25.996.567;;3081;25,996567;25,999454;;0,002887;;;0,002821;-4E-06;;-0,002825;
3082;25.999.454;;3082;25,999454;25,99952;;6,6E-05;;;-4E-06;-0,005108;;-0,005104;
3083;25.999.520;;3083;25,99952;25,99959;;7E-05;;;-0,005108;0,005151;;0,010259;
3084;25.999.590;;3084;25,99959;26,004768;;0,005178;;;0,005151;-0,004339;;-0,00949;
3085;26.004.768;;3085;26,004768;26,004795;;2,7E-05;;;-0,004339;0,004355;;0,008694;
3086;26.004.795;;3086;26,004795;26,009161;;0,004366;;;0,004355;-0,002965;;-0,00732;
3087;26.009.161;;3087;26,009161;26,009172;;1,1E-05;;;-0,002965;-0,018127;;-0,015162;
3088;26.009.172;;3088;26,009172;26,012148;;0,002976;;;-0,018127;0,020526;;0,038653;
3089;26.012.148;;3089;26,012148;26,033251;;0,021103;;;0,020526;-0,036925;;-0,057451;
3090;26.033.251;;3090;26,033251;26,033828;;0,000577;;;-0,036925;0,029625;;0,06655;
3091;26.033.828;;3091;26,033828;26,07133;;0,037502;;;0,029625;-0,06622;;-0,095845;
3092;26.071.330;;3092;26,07133;26,079207;;0,007877;;;-0,06622;-0,059202;;0,007018;
3093;26.079.207;;3093;26,079207;26,153304;;0,074097;;;-0,059202;0,133278;;0,19248;
3094;26.153.304;;3094;26,153304;26,286603;;0,133299;;;0,133278;-0,000292;;-0,13357;
3095;26.286.603;;3095;26,286603;26,286624;;2,1E-05;;;-0,000292;-0,03135;;-0,031058;
3096;26.286.624;;3096;26,286624;26,286937;;0,000313;;;-0,03135;0,026648;;0,057998;
3097;26.286.937;;3097;26,286937;26,3186;;0,031663;;;0,026648;0,004945;;-0,021703;
3098;26.318.600;;3098;26,3186;26,323615;;0,005015;;;0,004945;-0,026606;;-0,031551;
3099;26.323.615;;3099;26,323615;26,323685;;7E-05;;;-0,026606;0,02644;;0,053046;
3100;26.323.685;;3100;26,323685;26,350361;;0,026676;;;0,02644;-0,010414;;-0,036854;
3101;26.350.361;;3101;26,350361;26,350597;;0,000236;;;-0,010414;-0,009345;;0,001069;
3102;26.350.597;;3102;26,350597;26,361247;;0,01065;;;-0,009345;-0,005188;;0,004157;
3103;26.361.247;;3103;26,361247;26,381242;;0,019995;;;-0,005188;0,024928;;0,030116;
3104;26.381.242;;3104;26,381242;26,406425;;0,025183;;;0,024928;-0,20023;;-0,225158;
3105;26.406.425;;3105;26,406425;26,40668;;0,000255;;;-0,20023;0,142215;;0,342445;
3106;26.406.680;;3106;26,40668;26,607165;;0,200485;;;0,142215;0,05824;;-0,083975;
3107;26.607.165;;3107;26,607165;26,665435;;0,05827;;;0,05824;2,3E-05;;-0,058217;
3108;26.665.435;;3108;26,665435;26,665465;;3E-05;;;2,3E-05;2E-06;;-2,1E-05;
3109;26.665.465;;3109;26,665465;26,665472;;7E-06;;;2E-06;-0,000378;;-0,00038;
3110;26.665.472;;3110;26,665472;26,665477;;5E-06;;;-0,000378;0,000321;;0,000699;
3111;26.665.477;;3111;26,665477;26,66586;;0,000383;;;0,000321;-0,000152;;-0,000473;
3112;26.665.860;;3112;26,66586;26,665922;;6,2E-05;;;-0,000152;-0,072908;;-0,072756;
3113;26.665.922;;3113;26,665922;26,666136;;0,000214;;;-0,072908;0,034075;;0,106983;
3114;26.666.136;;3114;26,666136;26,739258;;0,073122;;;0,034075;0,038983;;0,004908;
3115;26.739.258;;3115;26,739258;26,778305;;0,039047;;;0,038983;-0,061928;;-0,100911;
3116;26.778.305;;3116;26,778305;26,778369;;6,4E-05;;;-0,061928;0,036041;;0,097969;
3117;26.778.369;;3117;26,778369;26,840361;;0,061992;;;0,036041;0,025703;;-0,010338;
3118;26.840.361;;3118;26,840361;26,866312;;0,025951;;;0,025703;-0,103613;;-0,129316;
3119;26.866.312;;3119;26,866312;26,86656;;0,000248;;;-0,103613;0,103536;;0,207149;
3120;26.866.560;;3120;26,86656;26,970421;;0,103861;;;0,103536;-0,100282;;-0,203818;
3121;26.970.421;;3121;26,970421;26,970746;;0,000325;;;-0,100282;0,028535;;0,128817;
3122;26.970.746;;3122;26,970746;27,071353;;0,100607;;;0,028535;-0,069883;;-0,098418;
3123;27.071.353;;3123;27,071353;27,143425;;0,072072;;;-0,069883;0,14128;;0,211163;
3124;27.143.425;;3124;27,143425;27,28538;;0,141955;;;0,14128;-0,004615;;-0,145895;
3125;27.285.380;;3125;27,28538;27,286055;;0,000675;;;-0,004615;-0,054535;;-0,04992;
3126;27.286.055;;3126;27,286055;27,291345;;0,00529;;;-0,054535;-0,016318;;0,038217;
3127;27.291.345;;3127;27,291345;27,35117;;0,059825;;;-0,016318;-0,099114;;-0,082796;
3128;27.351.170;;3128;27,35117;27,427313;;0,076143;;;-0,099114;0,174956;;0,27407;
3129;27.427.313;;3129;27,427313;27,60257;;0,175257;;;0,174956;-0,028328;;-0,203284;
3130;27.602.570;;3130;27,60257;27,602871;;0,000301;;;-0,028328;-0,044106;;-0,015778;
3131;27.602.871;;3131;27,602871;27,6315;;0,028629;;;-0,044106;-0,089444;;-0,045338;
3132;27.631.500;;3132;27,6315;27,704235;;0,072735;;;-0,089444;0,162163;;0,251607;
3133;27.704.235;;3133;27,704235;27,866414;;0,162179;;;0,162163;1E-05;;-0,162153;
3134;27.866.414;;3134;27,866414;27,86643;;1,6E-05;;;1E-05;-0,000253;;-0,000263;
3135;27.866.430;;3135;27,86643;27,866436;;6E-06;;;-0,000253;0,000198;;0,000451;
3136;27.866.436;;3136;27,866436;27,866695;;0,000259;;;0,000198;-0,054488;;-0,054686;
3137;27.866.695;;3137;27,866695;27,866756;;6,1E-05;;;-0,054488;0,053988;;0,108476;
3138;27.866.756;;3138;27,866756;27,921305;;0,054549;;;0,053988;-0,019787;;-0,073775;
3139;27.921.305;;3139;27,921305;27,921866;;0,000561;;;-0,019787;-0,270709;;-0,250922;
3140;27.921.866;;3140;27,921866;27,942214;;0,020348;;;-0,270709;0,290762;;0,561471;
3141;27.942.214;;3141;27,942214;28,233271;;0,291057;;;0,290762;-0,31678;;-0,607542;
3142;28.233.271;;3142;28,233271;28,233566;;0,000295;;;-0,31678;0,316474;;0,633254;
3143;28.233.566;;3143;28,233566;28,550641;;0,317075;;;0,316474;-0,350445;;-0,666919;
3144;28.550.641;;3144;28,550641;28,551242;;0,000601;;;-0,350445;0,350804;;0,701249;
3145;28.551.242;;3145;28,551242;28,902288;;0,351046;;;0,350804;-0,068672;;-0,419476;
3146;28.902.288;;3146;28,902288;28,90253;;0,000242;;;-0,068672;0,011432;;0,080104;
3147;28.902.530;;3147;28,90253;28,971444;;0,068914;;;0,011432;0,024923;;0,013491;
3148;28.971.444;;3148;28,971444;29,028926;;0,057482;;;0,024923;-0,115954;;-0,140877;
3149;29.028.926;;3149;29,028926;29,061485;;0,032559;;;-0,115954;0,147961;;0,263915;
3150;29.061.485;;3150;29,061485;29,209998;;0,148513;;;0,147961;-0,019813;;-0,167774;
3151;29.209.998;;3151;29,209998;29,21055;;0,000552;;;-0,019813;-0,02274;;-0,002927;
3152;29.210.550;;3152;29,21055;29,230915;;0,020365;;;-0,02274;0,042788;;0,065528;
3153;29.230.915;;3153;29,230915;29,27402;;0,043105;;;0,042788;-0,000202;;-0,04299;
3154;29.274.020;;3154;29,27402;29,274337;;0,000317;;;-0,000202;0,000507;;0,000709;
3155;29.274.337;;3155;29,274337;29,274856;;0,000519;;;0,000507;5E-06;;-0,000502;
3156;29.274.856;;3156;29,274856;29,274868;;1,2E-05;;;5E-06;-0,000146;;-0,000151;
3157;29.274.868;;3157;29,274868;29,274875;;7E-06;;;-0,000146;-0,018985;;-0,018839;
3158;29.274.875;;3158;29,274875;29,275028;;0,000153;;;-0,018985;0,016617;;0,035602;
3159;29.275.028;;3159;29,275028;29,294166;;0,019138;;;0,016617;-0,03865;;-0,055267;
3160;29.294.166;;3160;29,294166;29,296687;;0,002521;;;-0,03865;-0,144905;;-0,106255;
3161;29.296.687;;3161;29,296687;29,337858;;0,041171;;;-0,144905;0,18583;;0,330735;
3162;29.337.858;;3162;29,337858;29,523934;;0,186076;;;0,18583;-0,010467;;-0,196297;
3163;29.523.934;;3163;29,523934;29,52418;;0,000246;;;-0,010467;-0,049454;;-0,038987;
3164;29.524.180;;3164;29,52418;29,534893;;0,010713;;;-0,049454;0,019248;;0,068702;
3165;29.534.893;;3165;29,534893;29,59506;;0,060167;;;0,019248;-0,152029;;-0,171277;
3166;29.595.060;;3166;29,59506;29,635979;;0,040919;;;-0,152029;0,192127;;0,344156;
3167;29.635.979;;3167;29,635979;29,828927;;0,192948;;;0,192127;-0,235257;;-0,427384;
3168;29.828.927;;3168;29,828927;29,829748;;0,000821;;;-0,235257;0,175047;;0,410304;
3169;29.829.748;;3169;29,829748;30,065826;;0,236078;;;0,175047;0,059185;;-0,115862;
3170;30.065.826;;3170;30,065826;30,126857;;0,061031;;;0,059185;0,001836;;-0,057349;
3171;30.126.857;;3171;30,126857;30,128703;;0,001846;;;0,001836;-0,000165;;-0,002001;
3172;30.128.703;;3172;30,128703;30,128713;;1E-05;;;-0,000165;-0,005862;;-0,005697;
3173;30.128.713;;3173;30,128713;30,128888;;0,000175;;;-0,005862;0,005786;;0,011648;
3174;30.128.888;;3174;30,128888;30,134925;;0,006037;;;0,005786;-0,024386;;-0,030172;
3175;30.134.925;;3175;30,134925;30,135176;;0,000251;;;-0,024386;-0,0185;;0,005886;
3176;30.135.176;;3176;30,135176;30,159813;;0,024637;;;-0,0185;-0,046352;;-0,027852;
3177;30.159.813;;3177;30,159813;30,20295;;0,043137;;;-0,046352;-0,06711;;-0,020758;
3178;30.202.950;;3178;30,20295;30,292439;;0,089489;;;-0,06711;0,155902;;0,223012;
3179;30.292.439;;3179;30,292439;30,449038;;0,156599;;;0,155902;-0,311448;;-0,46735;
3180;30.449.038;;3180;30,449038;30,449735;;0,000697;;;-0,311448;0,311834;;0,623282;
3181;30.449.735;;3181;30,449735;30,76188;;0,312145;;;0,311834;-0,380388;;-0,692222;
3182;30.761.880;;3182;30,76188;30,762191;;0,000311;;;-0,380388;0,380018;;0,760406;
3183;30.762.191;;3183;30,762191;31,14289;;0,380699;;;0,380018;-0,179321;;-0,559339;
3184;31.142.890;;3184;31,14289;31,143571;;0,000681;;;-0,179321;0,03757;;0,216891;
3185;31.143.571;;3185;31,143571;31,323573;;0,180002;;;0,03757;0,142116;;0,104546;
3186;31.323.573;;3186;31,323573;31,466005;;0,142432;;;0,142116;-0,057055;;-0,199171;
3187;31.466.005;;3187;31,466005;31,466321;;0,000316;;;-0,057055;0,009095;;0,06615;
3188;31.466.321;;3188;31,466321;31,523692;;0,057371;;;0,009095;0,005263;;-0,003832;
3189;31.523.692;;3189;31,523692;31,571968;;0,048276;;;0,005263;0,042885;;0,037622;
3190;31.571.968;;3190;31,571968;31,614981;;0,043013;;;0,042885;-0,000295;;-0,04318;
3191;31.614.981;;3191;31,614981;31,615109;;0,000128;;;-0,000295;-0,156999;;-0,156704;
3192;31.615.109;;3192;31,615109;31,615532;;0,000423;;;-0,156999;0,156859;;0,313858;
3193;31.615.532;;3193;31,615532;31,772954;;0,157422;;;0,156859;-0,030788;;-0,187647;
3194;31.772.954;;3194;31,772954;31,773517;;0,000563;;;-0,030788;-0,008535;;0,022253;
3195;31.773.517;;3195;31,773517;31,804868;;0,031351;;;-0,008535;-0,036541;;-0,028006;
3196;31.804.868;;3196;31,804868;31,844754;;0,039886;;;-0,036541;0,076406;;0,112947;
3197;31.844.754;;3197;31,844754;31,921181;;0,076427;;;0,076406;1,4E-05;;-0,076392;
3198;31.921.181;;3198;31,921181;31,921202;;2,1E-05;;;1,4E-05;-8,2E-05;;-9,6E-05;
3199;31.921.202;;3199;31,921202;31,921209;;7E-06;;;-8,2E-05;-0,000418;;-0,000336;
3200;31.921.209;;3200;31,921209;31,921298;;8,9E-05;;;-0,000418;0,000496;;0,000914;
3201;31.921.298;;3201;31,921298;31,921805;;0,000507;;;0,000496;-4E-05;;-0,000536;
3202;31.921.805;;3202;31,921805;31,921816;;1,1E-05;;;-4E-05;-0,003169;;-0,003129;
3203;31.921.816;;3203;31,921816;31,921867;;5,1E-05;;;-0,003169;-0,147764;;-0,144595;
3204;31.921.867;;3204;31,921867;31,925087;;0,00322;;;-0,147764;0,1507;;0,298464;
3205;31.925.087;;3205;31,925087;32,076071;;0,150984;;;0,1507;-0,307503;;-0,458203;
3206;32.076.071;;3206;32,076071;32,076355;;0,000284;;;-0,307503;0,307252;;0,614755;
3207;32.076.355;;3207;32,076355;32,384142;;0,307787;;;0,307252;-0,180147;;-0,487399;
3208;32.384.142;;3208;32,384142;32,384677;;0,000535;;;-0,180147;0,051401;;0,231548;
3209;32.384.677;;3209;32,384677;32,565359;;0,180682;;;0,051401;0,12897;;0,077569;
3210;32.565.359;;3210;32,565359;32,69464;;0,129281;;;0,12897;-0,15543;;-0,2844;
3211;32.694.640;;3211;32,69464;32,694951;;0,000311;;;-0,15543;0,15535;;0,31078;
3212;32.694.951;;3212;32,694951;32,850692;;0,155741;;;0,15535;0,000391;;-0,154959;
3213;32.850.692;;3213;32,850692;32,851083;;0,000391;;;0,000391;0;;-0,000391;
3214;32.851.083;;3214;32,851083;32,851083;;0;;;0;-6E-05;;-6E-05;
3215;32.851.083;;3215;32,851083;32,851083;;0;;;-6E-05;-0,028267;;-0,028207;
3216;32.851.083;;3216;32,851083;32,851143;;6E-05;;;-0,028267;-0,093028;;-0,064761;
3217;32.851.143;;3217;32,851143;32,87947;;0,028327;;;-0,093028;0,12072;;0,213748;
3218;32.879.470;;3218;32,87947;33,000825;;0,121355;;;0,12072;-0,141625;;-0,262345;
3219;33.000.825;;3219;33,000825;33,00146;;0,000635;;;-0,141625;0,12832;;0,269945;
3220;33.001.460;;3220;33,00146;33,14372;;0,14226;;;0,12832;-0,026645;;-0,154965;
3221;33.143.720;;3221;33,14372;33,15766;;0,01394;;;-0,026645;-0,053693;;-0,027048;
3222;33.157.660;;3222;33,15766;33,198245;;0,040585;;;-0,053693;0,080018;;0,133711;
3223;33.198.245;;3223;33,198245;33,292523;;0,094278;;;0,080018;0,014008;;-0,06601;
3224;33.292.523;;3224;33,292523;33,306783;;0,01426;;;0,014008;-0,30827;;-0,322278;
3225;33.306.783;;3225;33,306783;33,307035;;0,000252;;;-0,30827;0,307915;;0,616185;
3226;33.307.035;;3226;33,307035;33,615557;;0,308522;;;0,307915;-0,329816;;-0,637731;
3227;33.615.557;;3227;33,615557;33,616164;;0,000607;;;-0,329816;0,330147;;0,659963;
3228;33.616.164;;3228;33,616164;33,946587;;0,330423;;;0,330147;-0,310542;;-0,640689;
3229;33.946.587;;3229;33,946587;33,946863;;0,000276;;;-0,310542;0,310233;;0,620775;
3230;33.946.863;;3230;33,946863;34,257681;;0,310818;;;0,310233;-0,363975;;-0,674208;
3231;34.257.681;;3231;34,257681;34,258266;;0,000585;;;-0,363975;0,364266;;0,728241;
3232;34.258.266;;3232;34,258266;34,622826;;0,36456;;;0,364266;-0,358776;;-0,723042;
3233;34.622.826;;3233;34,622826;34,62312;;0,000294;;;-0,358776;0,358473;;0,717249;
3234;34.623.120;;3234;34,62312;34,98219;;0,35907;;;0,358473;-0,305657;;-0,66413;
3235;34.982.190;;3235;34,98219;34,982787;;0,000597;;;-0,305657;0,305987;;0,611644;
3236;34.982.787;;3236;34,982787;35,289041;;0,306254;;;0,305987;-0,305376;;-0,611363;
3237;35.289.041;;3237;35,289041;35,289308;;0,000267;;;-0,305376;0,304948;;0,610324;
3238;35.289.308;;3238;35,289308;35,594951;;0,305643;;;0,304948;-0,312715;;-0,617663;
3239;35.594.951;;3239;35,594951;35,595646;;0,000695;;;-0,312715;0,313129;;0,625844;
3240;35.595.646;;3240;35,595646;35,909056;;0,31341;;;0,313129;-0,310754;;-0,623883;
3241;35.909.056;;3241;35,909056;35,909337;;0,000281;;;-0,310754;0,310346;;0,6211;
3242;35.909.337;;3242;35,909337;36,220372;;0,311035;;;0,310346;-0,361238;;-0,671584;
3243;36.220.372;;3243;36,220372;36,221061;;0,000689;;;-0,361238;0,361662;;0,7229;
3244;36.221.061;;3244;36,221061;36,582988;;0,361927;;;0,361662;-0,332106;;-0,693768;
3245;36.582.988;;3245;36,582988;36,583253;;0,000265;;;-0,332106;0,292103;;0,624209;
3246;36.583.253;;3246;36,583253;36,915624;;0,332371;;;0,292103;-6,870733;;-7,162836;
3247;36.915.624;;3247;36,915624;36,955892;;0,040268;;;-6,870733;6,584211;;13,454944;
3248;36.955.892;;3248;36,955892;43,866893;;6,911001;;;6,584211;-1,402483;;-7,986694;
3249;43.866.893;;3249;43,866893;44,193683;;0,32679;;;-1,402483;1,56058;;2,963063;
3250;44.193.683;;3250;44,193683;45,922956;;1,729273;;;1,56058;0,128637;;-1,431943;
3251;45.922.956;;3251;45,922956;46,091649;;0,168693;;;0,128637;-0,978287;;-1,106924;
3252;46.091.649;;3252;46,091649;46,131705;;0,040056;;;-0,978287;1,018323;;1,99661;
3253;46.131.705;;3253;46,131705;47,150048;;1,018343;;;1,018323;-7E-05;;-1,018393;
3254;47.150.048;;3254;47,150048;47,150068;;2E-05;;;-7E-05;-0,145207;;-0,145137;
3255;47.150.068;;3255;47,150068;47,150158;;9E-05;;;-0,145207;-2,077309;;-1,932102;
3256;47.150.158;;3256;47,150158;47,295455;;0,145297;;;-2,077309;2,103137;;4,180446;
3257;47.295.455;;3257;47,295455;49,518061;;2,222606;;;2,103137;0,119307;;-1,98383;
3258;49.518.061;;3258;49,518061;49,63753;;0,119469;;;0,119307;-0,000538;;-0,119845;
3259;49.637.530;;3259;49,63753;49,637692;;0,000162;;;-0,000538;-0,06535;;-0,064812;
3260;49.637.692;;3260;49,637692;49,638392;;0,0007;;;-0,06535;0,065994;;0,131344;
3261;49.638.392;;3261;49,638392;49,704442;;0,06605;;;0,065994;-0,000795;;-0,066789;
3262;49.704.442;;3262;49,704442;49,704498;;5,6E-05;;;-0,000795;-0,001288;;-0,000493;
3263;49.704.498;;3263;49,704498;49,705349;;0,000851;;;-0,001288;-0,056767;;-0,055479;
3264;49.705.349;;3264;49,705349;49,707488;;0,002139;;;-0,056767;-0,209227;;-0,15246;
3265;49.707.488;;3265;49,707488;49,766394;;0,058906;;;-0,209227;0,228439;;0,437666;
3266;49.766.394;;3266;49,766394;50,034527;;0,268133;;;0,228439;-0,181319;;-0,409758;
3267;50.034.527;;3267;50,034527;50,074221;;0,039694;;;-0,181319;-0,628339;;-0,44702;
3268;50.074.221;;3268;50,074221;50,295234;;0,221013;;;-0,628339;0,84933;;1,477669;
3269;50.295.234;;3269;50,295234;51,144586;;0,849352;;;0,84933;1,5E-05;;-0,849315;
3270;51.144.586;;3270;51,144586;51,144608;;2,2E-05;;;1,5E-05;-0,000103;;-0,000118;
3271;51.144.608;;3271;51,144608;51,144615;;7E-06;;;-0,000103;-0,000117;;-1,4E-05;
3272;51.144.615;;3272;51,144615;51,144725;;0,00011;;;-0,000117;-1E-06;;0,000116;
3273;51.144.725;;3273;51,144725;51,144952;;0,000227;;;-1E-06;-0,032417;;-0,032416;
3274;51.144.952;;3274;51,144952;51,14518;;0,000228;;;-0,032417;-0,3584;;-0,325983;
3275;51.145.180;;3275;51,14518;51,177825;;0,032645;;;-0,3584;0,365646;;0,724046;
3276;51.177.825;;3276;51,177825;51,56887;;0,391045;;;0,365646;0,025312;;-0,340334;
3277;51.568.870;;3277;51,56887;51,594269;;0,025399;;;0,025312;6,5E-05;;-0,025247;
3278;51.594.269;;3278;51,594269;51,594356;;8,7E-05;;;6,5E-05;-0,03076;;-0,030825;
3279;51.594.356;;3279;51,594356;51,594378;;2,2E-05;;;-0,03076;0,015493;;0,046253;
3280;51.594.378;;3280;51,594378;51,62516;;0,030782;;;0,015493;-0,00128;;-0,016773;
3281;51.625.160;;3281;51,62516;51,640449;;0,015289;;;-0,00128;-0,015561;;-0,014281;
3282;51.640.449;;3282;51,640449;51,657018;;0,016569;;;-0,015561;0,009104;;0,024665;
3283;51.657.018;;3283;51,657018;51,689148;;0,03213;;;0,009104;-0,242207;;-0,251311;
3284;51.689.148;;3284;51,689148;51,712174;;0,023026;;;-0,242207;0,165088;;0,407295;
3285;51.712.174;;3285;51,712174;51,977407;;0,265233;;;0,165088;-0,562558;;-0,727646;
3286;51.977.407;;3286;51,977407;52,077552;;0,100145;;;-0,562558;0,621076;;1,183634;
3287;52.077.552;;3287;52,077552;52,740255;;0,662703;;;0,621076;-0,23875;;-0,859826;
3288;52.740.255;;3288;52,740255;52,781882;;0,041627;;;-0,23875;0,240178;;0,478928;
3289;52.781.882;;3289;52,781882;53,062259;;0,280377;;;0,240178;-0,153489;;-0,393667;
3290;53.062.259;;3290;53,062259;53,102458;;0,040199;;;-0,153489;-1,160096;;-1,006607;
3291;53.102.458;;3291;53,102458;53,296146;;0,193688;;;-1,160096;1,30286;;2,462956;
3292;53.296.146;;3292;53,296146;54,64993;;1,353784;;;1,30286;-0,06688;;-1,36974;
3293;54.649.930;;3293;54,64993;54,700854;;0,050924;;;-0,06688;0,060614;;0,127494;
3294;54.700.854;;3294;54,700854;54,818658;;0,117804;;;0,060614;-0,145742;;-0,206356;
3295;54.818.658;;3295;54,818658;54,875848;;0,05719;;;-0,145742;0,151288;;0,29703;
3296;54.875.848;;3296;54,875848;55,07878;;0,202932;;;0,151288;-0,06314;;-0,214428;
3297;55.078.780;;3297;55,07878;55,130424;;0,051644;;;-0,06314;0,057633;;0,120773;
3298;55.130.424;;3298;55,130424;55,245208;;0,114784;;;0,057633;-0,196851;;-0,254484;
3299;55.245.208;;3299;55,245208;55,302359;;0,057151;;;-0,196851;0,202965;;0,399816;
3300;55.302.359;;3300;55,302359;55,556361;;0,254002;;;0,202965;-0,101551;;-0,304516;
3301;55.556.361;;3301;55,556361;55,607398;;0,051037;;;-0,101551;0,138974;;0,240525;
3302;55.607.398;;3302;55,607398;55,759986;;0,152588;;;0,138974;-0,024134;;-0,163108;
3303;55.759.986;;3303;55,759986;55,7736;;0,013614;;;-0,024134;0,016873;;0,041007;
